Language	Chapter	Number	Text
XXX	10031	921	"96A3057442B149CD6B6D541DA656DC2AAC7C73DF"
BRI	10031	922	"==="
CHI	10031	922	"新窗口"
ENG	10031	922	"New window"
FRA	10031	922	"Nouvelle fenêtre"
GER	10031	922	"Neues Fenster"
POR	10031	922	"Nova Janela"
SPA	10031	922	"Nueva ventana"
XXX	10031	922	"5B1CF154C2F9E8FC85B3C32F502F12CF8B75BFFD"
BRI	10031	923	"==="
CHI	10031	923	"同一窗口"
ENG	10031	923	"Same window"
FRA	10031	923	"Même fenêtre"
GER	10031	923	"Gleiches Fenster"
POR	10031	923	"Mesma janela"
SPA	10031	923	"Misma ventana"
XXX	10031	923	"4BB9C2285C7933CB251655F09DC8315FD8CBE150"
BRI	10031	924	"==="
CHI	10031	924	"标题"
ENG	10031	924	"Title"
FRA	10031	924	"Intitulé"
GER	10031	924	"Titel"
POR	10031	924	"Descr."
SPA	10031	924	"Descripción"
XXX	10031	924	"5BFC7E341778EA500E895ABEBBA21D96439AE59B"
BRI	10031	925	"==="
CHI	10031	925	"名称"
ENG	10031	925	"Name"
FRA	10031	925	"Nom"
GER	10031	925	"==="
POR	10031	925	"Nome"
SPA	10031	925	"Nombre"
XXX	10031	925	"258278E6E0E4671D2950F2352670D0FDEE245B92"
BRI	10031	926	"==="
CHI	10031	926	"用户将被要求为该参数录入一个值"
ENG	10031	926	"The user will be asked to enter a value for this parameter"
FRA	10031	926	"Il sera demandé à l'utilisateur de saisir une valeur pour ce paramètre"
GER	10031	926	"Der Benutzer wird aufgefordert, einen Wert für diesen Parameter einzugeben"
POR	10031	926	"Ele irá pedir que o utilizador digite um valor para este parâmetro"
SPA	10031	926	"Se le pedirá al usuario capturar un valor para este parámetro"
XXX	10031	926	"662FF0A32081D4E80B1BB2760BEB61D983AAA5DF"
BRI	10031	927	"==="
CHI	10031	927	"提示"
ENG	10031	927	"Prompt"
FRA	10031	927	"Invite"
GER	10031	927	"==="
POR	10031	927	"Convite"
SPA	10031	927	"Invite"
XXX	10031	927	"1207DAE3D7321178303BA07ABBDD913820198FCA"
BRI	10031	928	"==="
CHI	10031	928	"标题"
ENG	10031	928	"Title"
FRA	10031	928	"Intitulé"
GER	10031	928	"Titel"
POR	10031	928	"Descr."
SPA	10031	928	"Descripción"
XXX	10031	928	"6D1CDD2913205E7AE489E325AF087B56C2D4050D"
BRI	10031	929	"==="
CHI	10031	929	"值"
ENG	10031	929	"Value"
FRA	10031	929	"Valeur"
GER	10031	929	"Wert"
POR	10031	929	"Valor"
SPA	10031	929	"Valor"
XXX	10031	929	"A3394AF05F055142AE936BB06CD7FF9847D207C6"
BRI	10031	930	"==="
CHI	10031	930	"模块代码"
ENG	10031	930	"Module code"
FRA	10031	930	"Code de module"
GER	10031	930	"Modulcode"
POR	10031	930	"Módulo do Código"
SPA	10031	930	"Código de módulo"
XXX	10031	930	"E1E229CBAEDA19D10C6FB76D0BFE1D228DC48510"
BRI	10031	931	"==="
CHI	10031	931	"模块版本"
ENG	10031	931	"Module version"
FRA	10031	931	"Version de module"
GER	10031	931	"Modulversion"
POR	10031	931	"Versão do módulo"
SPA	10031	931	"Versión de módulo"
XXX	10031	931	"032B352B46D03BC16D46AA749A2935B619CCDD8F"
BRI	10031	932	"==="
CHI	10031	932	"新数据源"
ENG	10031	932	"New datasource"
FRA	10031	932	"Nouvelle source de données"
GER	10031	932	"Neue Datenquelle"
POR	10031	932	"Nova Fonte de Dados"
SPA	10031	932	"Nueva fuente de datos"
XXX	10031	932	"1F4DD86792E74A18180410A169E74B7E3C428D62"
BRI	10031	933	"==="
CHI	10031	933	"邮件/合并的数据源"
ENG	10031	933	"Mail merge datasource"
FRA	10031	933	"Source de données de fusion/publipostage"
GER	10031	933	"Datenquelle Serienbrief"
POR	10031	933	"Fonte mesclagem de dados / mail"
SPA	10031	933	"Fuente de datos de fusión/Mailing·"
XXX	10031	933	"891568B375A616122381B4E1B59F537C1D82C5E4"
BRI	10031	934	"==="
CHI	10031	934	"数据源列表"
ENG	10031	934	"List of datasources"
FRA	10031	934	"Liste des sources de données"
GER	10031	934	"Verzeichnis der Datenquellen"
POR	10031	934	"Lista de fontes de dados"
SPA	10031	934	"Lista de fuentes de datos"
XXX	10031	934	"6966C48DD90D0E4D691D6151ABAF6AC6A10E2117"
BRI	10031	935	"==="
CHI	10031	935	"邮件/合并的数据源"
ENG	10031	935	"Mail merge datasource"
FRA	10031	935	"Source de données de fusion/publipostage"
GER	10031	935	"Datenquelle Serienbrief"
POR	10031	935	"Fonte mesclagem de dados / mail"
SPA	10031	935	"Fuente de datos de fusión/mailing"
XXX	10031	935	"6D8A5D04E254954B50FAE7D2F6009B8A03420735"
BRI	10031	936	"==="
CHI	10031	936	"端点"
ENG	10031	936	"Endpoint"
FRA	10031	936	"Endpoint"
GER	10031	936	"==="
POR	10031	936	"EndPoint"
SPA	10031	936	"==="
XXX	10031	936	"F6E8400DA989A6502276F88882197038B6F52731"
BRI	10031	937	"==="
CHI	10031	937	"实体"
ENG	10031	937	"Entity"
FRA	10031	937	"Entité"
GER	10031	937	"Entität"
POR	10031	937	"Entidade"
SPA	10031	937	"Entidad"
XXX	10031	937	"B1EA815E3B395BD32ECC64D836063EDE1B1FBD2D"
BRI	10031	938	"==="
CHI	10031	938	"计数器"
ENG	10031	938	"Count"
FRA	10031	938	"Compteur"
GER	10031	938	"Zählen"
POR	10031	938	"Contador"
SPA	10031	938	"Contador"
XXX	10031	938	"370DB6678B97282CACBB3F16C5A936684C049CC0"
BRI	10031	939	"==="
CHI	10031	939	"菜单项"
ENG	10031	939	"Menu item"
FRA	10031	939	"Entrée de menu"
GER	10031	939	"Menüpunkt"
POR	10031	939	"O item do menu"
SPA	10031	939	"Entrada de menú"
XXX	10031	939	"0BC5AA376363481393CC51960AB26CF86666E291"
BRI	10031	940	"==="
CHI	10031	940	"表示法"
ENG	10031	940	"Representation"
FRA	10031	940	"Représentation"
GER	10031	940	"Repräsentation"
POR	10031	940	"Representação"
SPA	10031	940	"Representación"
XXX	10031	940	"6CEC8B9CDE1C3B54C33AB6DDD0DE6DCBB090BF53"
BRI	10031	941	"==="
CHI	10031	941	"服务的URL"
ENG	10031	941	"Service URL"
FRA	10031	941	"URL du service"
GER	10031	941	"==="
POR	10031	941	"URL de serviço"
SPA	10031	941	"URL del servicio"
XXX	10031	941	"250E453D1E488A24E6270324C7164220C1781287"
BRI	10031	942	"==="
CHI	10031	942	"标题"
ENG	10031	942	"Title"
FRA	10031	942	"Intitulé"
GER	10031	942	"Titel"
POR	10031	942	"Descr."
SPA	10031	942	"Descripción"
XXX	10031	942	"B3435C509F36E37E08C4C1D7EBF7DFA055CACE29"
BRI	10031	943	"==="
CHI	10031	943	"选择数据源"
ENG	10031	943	"Select datasource"
FRA	10031	943	"Sélectionner la source de données"
GER	10031	943	"Datenquelle auswählen"
POR	10031	943	"Selecione a fonte de dados"
SPA	10031	943	"Seleccionar la fuente de datos"
XXX	10031	943	"A7DB139B1CE226B0E5436653F1DBBDF61641C3FE"
BRI	10031	944	"==="
CHI	10031	944	"选择邮件/合并的数据源"
ENG	10031	944	"Select merge datasource"
FRA	10031	944	"Selectionner la source de données de fusion/publipostage"
GER	10031	944	"Massendatenquelle auswählen"
POR	10031	944	"Selecione a fonte de dados de mala / mail"
SPA	10031	944	"Seleccionar la fuente de datos de fusión/mailing"
XXX	10031	944	"5073E8961AFB38FFA8F47AFBF37AE816E8AB47C4"
BRI	10031	945	"==="
CHI	10031	945	"选择邮件/合并的数据源"
ENG	10031	945	"Select merge datasource"
FRA	10031	945	"Selectionner la source de données de fusion/publipostage"
GER	10031	945	"Massendatenquelle auswählen"
POR	10031	945	"Selecione a fonte de dados de mala / mail"
SPA	10031	945	"Seleccionar la fuente de datos de fusión/mailing"
XXX	10031	945	"66B15D71937801541EB70820AD9E33B774959474"
BRI	10031	946	"==="
CHI	10031	946	"数据源"
ENG	10031	946	"Datasource"
FRA	10031	946	"Source de données"
GER	10031	946	"Datenquelle"
POR	10031	946	"Fonte dos dados"
SPA	10031	946	"Fuente de datos"
XXX	10031	946	"FF5B8E6CC4DE42CAD7893DC246AA56C73DABC7F5"
BRI	10031	947	"==="
CHI	10031	947	"端点"
ENG	10031	947	"Endpoint"
FRA	10031	947	"Endpoint"
GER	10031	947	"==="
POR	10031	947	"EndPoint"
SPA	10031	947	"==="
XXX	10031	947	"FB4FD730AAB499529B067B57873F18BA6B935614"
BRI	10031	948	"==="
CHI	10031	948	"实体"
ENG	10031	948	"Entity"
FRA	10031	948	"Entité"
GER	10031	948	"Entität"
POR	10031	948	"Entidade"
SPA	10031	948	"Entidad"
XXX	10031	948	"DFEB192F979D7CBFA478F531A9522B3DCAF7C542"
BRI	10031	949	"==="
CHI	10031	949	"计数器"
ENG	10031	949	"Count"
FRA	10031	949	"Compteur"
GER	10031	949	"Zählen"
POR	10031	949	"Contador"
SPA	10031	949	"Contador"
XXX	10031	949	"332C72B0CFAB96FEEF5209F4F4B9A4F218C53F5D"
BRI	10031	950	"==="
CHI	10031	950	"菜单项"
ENG	10031	950	"Menu item"
FRA	10031	950	"Entrée de menu"
GER	10031	950	"Menüpunkt"
POR	10031	950	"O item do menu"
SPA	10031	950	"Entrada de menú"
XXX	10031	950	"584A8E36F4CD67BB2BA01DF24BAAE40D45F2ADD5"
BRI	10031	951	"==="
CHI	10031	951	"表示法"
ENG	10031	951	"Representation"
FRA	10031	951	"Représentation"
GER	10031	951	"Repräsentation"
POR	10031	951	"Representação"
SPA	10031	951	"Representación"
XXX	10031	951	"A9F164C0C5F2B15ADAA64EFD454F870B55D14347"
BRI	10031	952	"==="
CHI	10031	952	"服务的URL"
ENG	10031	952	"Service URL"
FRA	10031	952	"URL du service"
GER	10031	952	"==="
POR	10031	952	"URL de serviço"
SPA	10031	952	"URL del servicio"
XXX	10031	952	"78BA157931DF46F06CF9036FEE2B57DB4D9E7CD3"
BRI	10031	953	"==="
CHI	10031	953	"标题"
ENG	10031	953	"Title"
FRA	10031	953	"Intitulé"
GER	10031	953	"Titel"
POR	10031	953	"Descr."
SPA	10031	953	"Descripción"
XXX	10031	953	"EBBCD8B2480E157BB5FA4FD7E65CE1805B44D7A6"
BRI	10031	954	"==="
CHI	10031	954	"创建一个Word文档"
ENG	10031	954	"Create Word document"
FRA	10031	954	"Créer un document Word"
GER	10031	954	"Word-Dokument erstellen"
POR	10031	954	"Criar um documento do Word"
SPA	10031	954	"Crear un documento Word"
XXX	10031	954	"0EA837D02FF289FA7C35DBAC14E0F71AFBCB9C6D"
BRI	10031	955	"==="
CHI	10031	955	"业务代码"
ENG	10031	955	"Activity code"
FRA	10031	955	"Code activité"
GER	10031	955	"Aktivitätscode"
POR	10031	955	"Cod. actividade"
SPA	10031	955	"Código actividad"
XXX	10031	955	"536A684B2F4B1D0693C6262AFE986F5F270B6B2F"
BRI	10031	956	"==="
CHI	10031	956	"公司"
ENG	10031	956	"Company"
FRA	10031	956	"Société"
GER	10031	956	"Unternehmen"
POR	10031	956	"Sociedade"
SPA	10031	956	"Sociedad"
XXX	10031	956	"E696145BD4045BE5A1DBD06C103887F119357630"
BRI	10031	957	"==="
CHI	10031	957	"文档创建方式为"
ENG	10031	957	"Create document by"
FRA	10031	957	"Créer un document par"
GER	10031	957	"Dokument erstellen durch"
POR	10031	957	"Criar um documento"
SPA	10031	957	"Crear un documento por"
XXX	10031	957	"DB1389E4AA8D803365586B25A9C0BA72D2DBD7CD"
BRI	10031	958	"==="
CHI	10031	958	"新建空白文档"
ENG	10031	958	"New empty document"
FRA	10031	958	"Nouveau document vide"
GER	10031	958	"Neues leeres Dokument"
POR	10031	958	"Novo documento em branco"
SPA	10031	958	"Nuevo documento vacío"
XXX	10031	958	"D75D8161BE19D94DA70F9F671DF9693574F18956"
BRI	10031	959	"==="
CHI	10031	959	"通过Word模板新建文档"
ENG	10031	959	"New document by Word template"
FRA	10031	959	"Nouveau document par modèle Word"
GER	10031	959	"Neues Dokument durch Word-Vorlage"
POR	10031	959	"Novo modelo de documento do Word"
SPA	10031	959	"Nuevo documento por modelo Word"
XXX	10031	959	"9257F8C58603EE887F2A557C94EF07AEE77652E1"
BRI	10031	960	"==="
CHI	10031	960	"使用现有模板"
ENG	10031	960	"Use existing template"
FRA	10031	960	"Utiliser un modèle existant"
GER	10031	960	"Vorhandene Vorlage verwenden"
POR	10031	960	"Use um modelo existente"
SPA	10031	960	"Utilizar un modelo existente"
XXX	10031	960	"48CC9ACFF49726EFB4EB00E0EC5F94F813DFAFC4"
BRI	10031	961	"==="
CHI	10031	961	"模板"
ENG	10031	961	"Template"
FRA	10031	961	"Modèle"
GER	10031	961	"Vorlage"
POR	10031	961	"Modelo"
SPA	10031	961	"Modelo"
XXX	10031	961	"98453F14E0D0601AA45C0A82AA7E93EC83EAE803"
BRI	10031	962	"==="
CHI	10031	962	"端点"
ENG	10031	962	"Endpoint"
FRA	10031	962	"Endpoint"
GER	10031	962	"==="
POR	10031	962	"EndPoint"
SPA	10031	962	"==="
XXX	10031	962	"966884BE7EBA25431190976D072D6A3ED61809CC"
BRI	10031	963	"==="
CHI	10031	963	"准则"
ENG	10031	963	"Legislation"
FRA	10031	963	"Législation"
GER	10031	963	"Rechtsordnung"
POR	10031	963	"Legislação"
SPA	10031	963	"Legislación"
XXX	10031	963	"32EED9D84CD1BFAB588F4FF723EF4142F7CBBC29"
BRI	10031	964	"==="
CHI	10031	964	"表示法"
ENG	10031	964	"Representation"
FRA	10031	964	"Représentation"
GER	10031	964	"Repräsentation"
POR	10031	964	"Representação"
SPA	10031	964	"Representación"
XXX	10031	964	"B8AF0A97C15ABBE6C9905F5262697CD37926A2A1"
BRI	10031	965	"==="
CHI	10031	965	"本地化设置代码"
ENG	10031	965	"Locale code"
FRA	10031	965	"Code des paramètres régionaux"
GER	10031	965	"Lokaler Code"
POR	10031	965	"Cód. dos parâmetros regionais"
SPA	10031	965	"Código de parámetros regionales"
XXX	10031	965	"E64D978091DA8016E3EE9E0F17C81DB00F96CE6B"
BRI	10031	966	"==="
CHI	10031	966	"Word报表"
ENG	10031	966	"Word report"
FRA	10031	966	"Etat Word"
GER	10031	966	"Word-Bericht"
POR	10031	966	"Estado do Word"
SPA	10031	966	"Informe Word"
XXX	10031	966	"B1C09DBD8D61FCEB984AFF99024C1F721F85D464"
BRI	10031	967	"==="
CHI	10031	967	"业务代码"
ENG	10031	967	"Activity code"
FRA	10031	967	"Code activité"
GER	10031	967	"Aktivitätscode"
POR	10031	967	"Cod. actividade"
SPA	10031	967	"Código actividad"
XXX	10031	967	"6B862A4FCB90E2B54B6D48212BCFBB0D8F30402C"
BRI	10031	968	"==="
CHI	10031	968	"公司"
ENG	10031	968	"Company"
FRA	10031	968	"Société"
GER	10031	968	"Unternehmen"
POR	10031	968	"Sociedade"
SPA	10031	968	"Sociedad"
XXX	10031	968	"50B62F15E29A6ED19F05C7E383C8410BDA70E4FA"
BRI	10031	969	"==="
CHI	10031	969	"模板"
ENG	10031	969	"Template"
FRA	10031	969	"Modèle"
GER	10031	969	"Vorlage"
POR	10031	969	"Modelo"
SPA	10031	969	"Modelo"
XXX	10031	969	"C305587DA4E5644F06CC965B72242C6C346F665E"
BRI	10031	970	"==="
CHI	10031	970	"端点"
ENG	10031	970	"Endpoint"
FRA	10031	970	"Endpoint"
GER	10031	970	"==="
POR	10031	970	"EndPoint"
SPA	10031	970	"==="
XXX	10031	970	"E368972A6AAC7AF5A37FB25A643FA03C25F92769"
BRI	10031	971	"==="
CHI	10031	971	"准则"
ENG	10031	971	"Legislation"
FRA	10031	971	"Législation"
GER	10031	971	"Rechtsordnung"
POR	10031	971	"Legislação"
SPA	10031	971	"Legislación"
XXX	10031	971	"5B5933CD5AB5E6DE16FF2F0DB58FF51EE579BE48"
BRI	10031	972	"==="
CHI	10031	972	"表示法"
ENG	10031	972	"Representation"
FRA	10031	972	"Représentation"
GER	10031	972	"Repräsentation"
POR	10031	972	"Representação"
SPA	10031	972	"Representación"
XXX	10031	972	"E5ADB627252C60D1ED8E9186812C074B321AD7EC"
BRI	10031	973	"==="
CHI	10031	973	"本地化设置代码"
ENG	10031	973	"Locale code"
FRA	10031	973	"Code des paramètres régionaux"
GER	10031	973	"Lokaler Code"
POR	10031	973	"Cód. dos parâmetros regionais"
SPA	10031	973	"Código de parámetros regionales"
XXX	10031	973	"5FDC12FF0E82B599F3E7635332A3DC5A49936F93"
BRI	10031	974	"==="
CHI	10031	974	"Word报表"
ENG	10031	974	"Word report"
FRA	10031	974	"Etat Word"
GER	10031	974	"Word-Bericht"
POR	10031	974	"Estado do Word"
SPA	10031	974	"Informe Word"
XXX	10031	974	"FC80BF1D95523CE66CF99312318FC21D21C7C822"
BRI	10031	975	"==="
CHI	10031	975	"选择现有模板"
ENG	10031	975	"Choose existing template"
FRA	10031	975	"Sélectionner un modèle existant"
GER	10031	975	"Vorhandene Vorlage auswählen"
POR	10031	975	"Selecionar um modelo existente"
SPA	10031	975	"Seleccionar un modelo existente"
XXX	10031	975	"DAB2A13ACBD7E0ADC4419E115102F63694FBCC2B"
BRI	10031	976	"==="
CHI	10031	976	"编辑模板"
ENG	10031	976	"Edit template"
FRA	10031	976	"Modifier le modèle"
GER	10031	976	"Vorlage bearbeiten"
POR	10031	976	"Modificar o modelo"
SPA	10031	976	"Modificar el modelo"
XXX	10031	976	"C98F6B4B303C562E5805E26F0B7E9AE35183A2CF"
BRI	10031	977	"==="
CHI	10031	977	"创建模板"
ENG	10031	977	"Create template"
FRA	10031	977	"Créer un modèle"
GER	10031	977	"Vorlage erstellen"
POR	10031	977	"Criar um modelo"
SPA	10031	977	"Crear un modelo"
XXX	10031	977	"FB3770B34D0D8B1EDDF97F3F147496CADE5ACDFF"
BRI	10031	978	"==="
CHI	10031	978	"Excel报表"
ENG	10031	978	"Excel report"
FRA	10031	978	"Etat Excel"
GER	10031	978	"Excel-Bericht"
POR	10031	978	"Report Excel"
SPA	10031	978	"Informe Excel"
XXX	10031	978	"0EA7F5F5A33DE41810BB018213160886FFBBABBF"
BRI	10031	979	"==="
CHI	10031	979	"业务代码"
ENG	10031	979	"Activity code"
FRA	10031	979	"Code activité"
GER	10031	979	"Aktivitätscode"
POR	10031	979	"Cod. actividade"
SPA	10031	979	"Código actividad"
XXX	10031	979	"08AFBB45EDA9648C6B197F5C9FBF5B986DC4D35E"
BRI	10031	980	"==="
CHI	10031	980	"公司"
ENG	10031	980	"Company"
FRA	10031	980	"Société"
GER	10031	980	"Unternehmen"
POR	10031	980	"Sociedade"
SPA	10031	980	"Sociedad"
XXX	10031	980	"CEEAD03E2B3503A30004971B237D45352889F420"
BRI	10031	981	"==="
CHI	10031	981	"模板"
ENG	10031	981	"Template"
FRA	10031	981	"Modèle"
GER	10031	981	"Vorlage"
POR	10031	981	"Modelo"
SPA	10031	981	"Modelo"
XXX	10031	981	"F9B9C31C88DF4009ADF137E82CCB85F90F7A1B92"
BRI	10031	982	"==="
CHI	10031	982	"端点"
ENG	10031	982	"Endpoint"
FRA	10031	982	"Endpoint"
GER	10031	982	"==="
POR	10031	982	"EndPoint"
SPA	10031	982	"==="
XXX	10031	982	"D1A03FBEA740B7B10B5E5F97387A36861867C9C1"
BRI	10031	983	"==="
CHI	10031	983	"准则"
ENG	10031	983	"Legislation"
FRA	10031	983	"Législation"
GER	10031	983	"Rechtsordnung"
POR	10031	983	"Legislação"
SPA	10031	983	"Legislación"
XXX	10031	983	"FD385F0FFF57614107358313EA7107EEA1A79803"
BRI	10031	984	"==="
CHI	10031	984	"表示法"
ENG	10031	984	"Representation"
FRA	10031	984	"Représentation"
GER	10031	984	"Repräsentation"
POR	10031	984	"Representação"
SPA	10031	984	"Representación"
XXX	10031	984	"4CAD05198F3E2D3EE7978486876E457635B0FDD5"
BRI	10031	985	"==="
CHI	10031	985	"本地化设置代码"
ENG	10031	985	"Locale code"
FRA	10031	985	"Code des paramètres régionaux"
GER	10031	985	"Lokaler Code"
POR	10031	985	"Cód. dos parâmetros regionais"
SPA	10031	985	"Código de parámetros regionales"
XXX	10031	985	"086EDE365739FD1C0B3DA0D377F748173D4D2544"
BRI	10031	986	"==="
CHI	10031	986	"Excel报表"
ENG	10031	986	"Excel report"
FRA	10031	986	"Etat Excel"
GER	10031	986	"Excel-Bericht"
POR	10031	986	"Report Excel"
SPA	10031	986	"Informe Excel"
XXX	10031	986	"941C7B18554962ED72357AF169E6F56B8FD40A74"
BRI	10031	987	"==="
CHI	10031	987	"选择现有模板"
ENG	10031	987	"Choose existing template"
FRA	10031	987	"Sélectionner un modèle existant"
GER	10031	987	"Vorhandene Vorlage auswählen"
POR	10031	987	"Selecionar um modelo existente"
SPA	10031	987	"Seleccionar un modelo existente"
XXX	10031	987	"2D5434A56E54B5500A7BA2D435119EC9668330B3"
BRI	10031	988	"==="
CHI	10031	988	"编辑模板"
ENG	10031	988	"Edit template"
FRA	10031	988	"Modifier le modèle"
GER	10031	988	"Vorlage bearbeiten"
POR	10031	988	"Modificar o modelo"
SPA	10031	988	"Modificar el modelo"
XXX	10031	988	"BED8C75613718965597BF6792260CF7E6484C54A"
BRI	10031	989	"==="
CHI	10031	989	"创建模板"
ENG	10031	989	"Create template"
FRA	10031	989	"Créer un modèle"
GER	10031	989	"Vorlage erstellen"
POR	10031	989	"Criar um modelo"
SPA	10031	989	"Crear un modelo"
XXX	10031	989	"E3D4D0D4DFA1221DC4E146A302AA5E2DE37DA5E6"
BRI	10031	990	"==="
CHI	10031	990	"无模板"
ENG	10031	990	"No template"
FRA	10031	990	"Aucun modèle"
GER	10031	990	"Keine Vorlage"
POR	10031	990	"Nenhum modelo"
SPA	10031	990	"Ningún modelo"
XXX	10031	990	"209DF601F0CFF25A3FDCB4D1209878B9296E3882"
BRI	10031	991	"==="
CHI	10031	991	"==="
ENG	10031	991	"Test datatypes"
FRA	10031	991	"Test datatypes"
GER	10031	991	"Test Datentypen"
POR	10031	991	"Teste tipos de dados"
SPA	10031	991	"Prueba datatypes"
XXX	10031	991	"846A83D6031B1AC03FC842A6198D018EF2CFFFCB"
BRI	10031	992	"==="
CHI	10031	992	"布尔型"
ENG	10031	992	"Boolean"
FRA	10031	992	"Boolean"
GER	10031	992	"==="
POR	10031	992	"==="
SPA	10031	992	"Boleano"
XXX	10031	992	"AEEF144D77C323F504C7F0A1145A25608F900AAE"
BRI	10031	993	"==="
CHI	10031	993	"布尔型"
ENG	10031	993	"Date"
FRA	10031	993	"Date"
GER	10031	993	"Datum"
POR	10031	993	"Data"
SPA	10031	993	"Fecha"
XXX	10031	993	"DC7DD810136776877A13C424A606B47456B63958"
BRI	10031	994	"==="
CHI	10031	994	"==="
ENG	10031	994	"Datetime"
FRA	10031	994	"Datetime"
GER	10031	994	"==="
POR	10031	994	"==="
SPA	10031	994	"Fechahora"
XXX	10031	994	"EFDE965E8917400916FDDE6252D41715E3DDCEA2"
BRI	10031	995	"==="
CHI	10031	995	"==="
ENG	10031	995	"Decimal"
FRA	10031	995	"Decimal"
GER	10031	995	"Dezimal"
POR	10031	995	"==="
SPA	10031	995	"==="
XXX	10031	995	"620EB4EB2BE08525949572896050D0C8351F8F60"
BRI	10031	996	"==="
CHI	10031	996	"==="
ENG	10031	996	"Decimal (Scale 4)"
FRA	10031	996	"Decimal (Scale 4)"
GER	10031	996	"Dezimal (Skala 4)"
POR	10031	996	"Decimal (escala de 4)"
SPA	10031	996	"Decimal (Escala 4)"
XXX	10031	996	"DCDC01DF567BD2EC199C498ECCF12E5316473468"
BRI	10031	997	"==="
CHI	10031	997	"==="
ENG	10031	997	"Decimal (Scale 0)"
FRA	10031	997	"Decimal (Scale 0)"
GER	10031	997	"Dezimal (Skala 0)"
POR	10031	997	"Decimal (escala de 0)"
SPA	10031	997	"Decimal (Escala 0)"
XXX	10031	997	"F2F38D38AC1776D98BCB45F82A7726C23F1990D7"
BRI	10031	998	"==="
CHI	10031	998	"==="
ENG	10031	998	"Decimal (No scale = default 2)"
FRA	10031	998	"Decimal (No scale = default 2)"
GER	10031	998	"Dezimal (Keine Skala = Default 2)"
POR	10031	998	"Decimal (Sem escala = defeito 2)"
SPA	10031	998	"Decimal (Sin escala = 2 por defecto)"
XXX	10031	998	"8FE64321136D803D606E1CE8118CAC08CEAA74E6"
BRI	10031	999	"==="
CHI	10031	999	"==="
ENG	10031	999	"Enum"
FRA	10031	999	"Enum"
GER	10031	999	"==="
POR	10031	999	"==="
SPA	10031	999	"==="
XXX	10031	999	"2F62FCEE7C600D5328FC1B713124C8AF4A91FB65"
BRI	10031	1000	"==="
CHI	10031	1000	"==="
ENG	10031	1000	"Label a"
FRA	10031	1000	"Label a"
GER	10031	1000	"==="
POR	10031	1000	"==="
SPA	10031	1000	"Etiqueta a"
XXX	10031	1000	"35DBB55F0ADA8B6E7081A71693F7844BB44D8EF3"
BRI	10031	1001	"==="
CHI	10031	1001	"==="
ENG	10031	1001	"Label b"
FRA	10031	1001	"Label b"
GER	10031	1001	"==="
POR	10031	1001	"==="
SPA	10031	1001	"Etiqueta b"
XXX	10031	1001	"8F5F9432568223845814A02CCFE3AD1D1F177BD1"
BRI	10031	1002	"==="
CHI	10031	1002	"==="
ENG	10031	1002	"Label c"
FRA	10031	1002	"Label c"
GER	10031	1002	"==="
POR	10031	1002	"==="
SPA	10031	1002	"Etiqueta c"
XXX	10031	1002	"F4473D6F81FFF863AA66D86879CFB7F9BAA60D45"
BRI	10031	1003	"==="
CHI	10031	1003	"==="
ENG	10031	1003	"Integer"
FRA	10031	1003	"Integer"
GER	10031	1003	"==="
POR	10031	1003	"==="
SPA	10031	1003	"==="
XXX	10031	1003	"AD6013893DCE19EB0E08053665CC20D817D65F4C"
BRI	10031	1004	"==="
CHI	10031	1004	"==="
ENG	10031	1004	"String"
FRA	10031	1004	"String"
GER	10031	1004	"==="
